Age,Gender,Department,YearsAtCompany,WorkHoursPerWeek,RemoteWork,BurnoutLevel,JobSatisfaction,StressLevel,ProductivityScore,SleepHours,PhysicalActivityHrs,CommuteTime,HasMentalHealthSupport,ManagerSupportScore,HasTherapyAccess,MentalHealthDaysOff,SalaryRange,WorkLifeBalanceScore,TeamSize,CareerGrowthScore,BurnoutRisk
59,1,5,3,54,2,1.6,5.86,8.81,5.03,8.0,9.7,78,0,5.56,0,0,1,8.65,38,9.95,0
25,3,0,19,35,2,8.81,5.57,6.37,8.55,5.7,8.2,5,1,7.89,1,4,0,4.85,12,9.43,1
41,2,1,18,55,1,4.53,1.9,9.26,9.82,4.1,9.9,72,1,5.51,1,3,2,6.51,39,7.45,0
38,3,2,9,31,1,4.29,4.27,6.27,7.1,4.4,3.5,35,0,8.04,1,5,3,6.53,25,4.98,0
28,0,0,1,56,0,5.89,1.76,7.41,9.11,4.6,9.0,111,0,2.04,1,1,2,6.46,19,6.38,0
25,0,4,3,54,1,9.61,5.18,4.74,2.22,8.0,3.3,86,1,1.58,1,3,3,6.03,2,8.35,1
50,0,3,5,45,1,9.09,8.59,9.23,8.47,5.5,1.2,73,1,2.43,0,8,2,8.4,22,9.08,1
35,0,2,6,51,2,5.23,3.43,8.42,3.44,9.0,6.2,64,1,7.95,1,4,4,8.31,30,9.61,0
24,1,0,15,34,2,7.26,7.88,2.5,5.25,7.8,4.5,10,0,7.83,0,7,2,4.75,36,7.58,1
45,1,4,6,34,1,6.22,2.65,6.19,6.82,7.0,9.2,48,1,2.27,0,1,1,6.72,3,5.86,0
58,3,2,17,41,1,7.24,7.06,9.07,9.13,8.9,4.9,113,1,1.28,0,8,3,1.93,23,9.72,1
37,2,1,19,32,2,8.46,9.24,8.14,9.2,5.6,9.3,83,1,7.17,1,6,3,1.82,4,9.63,1
25,0,5,18,59,0,1.31,3.92,9.66,1.83,4.8,0.8,27,1,8.7,0,6,1,5.32,28,5.3,0
45,3,5,8,45,0,3.93,9.1,3.08,4.28,7.7,8.3,21,0,7.79,0,1,4,9.1,14,6.84,0
55,1,2,19,35,0,9.63,5.55,4.31,8.14,5.4,7.6,83,1,2.83,1,7,2,6.85,6,8.28,1
51,1,4,9,44,0,9.54,3.85,5.56,7.33,8.8,7.2,46,1,6.25,0,8,4,7.02,6,4.9,1
39,2,1,12,44,2,1.1,9.07,3.09,1.24,8.9,3.6,101,0,7.82,1,9,1,2.42,41,8.46,0
40,2,3,17,58,1,2.81,1.29,4.55,5.05,8.6,7.8,79,1,3.3,1,4,2,5.08,37,2.0,0
52,2,0,15,45,0,9.94,1.25,5.84,8.46,8.7,4.8,65,0,5.75,1,2,1,4.61,7,5.33,1
40,3,4,16,49,2,5.44,6.4,2.72,7.64,7.1,7.2,24,1,3.83,0,2,3,8.05,13,5.34,0
40,1,5,12,42,1,6.16,8.17,3.31,4.71,7.5,5.5,90,0,3.03,0,5,3,2.24,1,7.16,0
43,1,3,11,41,0,2.5,7.76,2.12,7.62,4.5,1.6,66,1,9.73,0,0,3,5.85,24,2.05,0
45,2,4,9,39,1,9.05,1.72,7.42,5.96,7.8,0.6,86,0,9.21,1,9,0,9.2,34,1.93,1
33,0,3,0,43,0,3.08,9.55,4.25,9.21,5.0,3.7,31,0,5.01,0,8,0,9.03,10,9.11,0
51,2,4,7,31,1,2.71,7.33,2.98,6.28,8.2,9.3,16,0,2.23,0,5,3,8.67,6,3.73,0
59,3,0,20,58,0,3.05,9.54,5.57,4.61,8.8,5.3,39,0,7.55,1,8,0,4.37,4,3.94,0
52,2,0,17,32,0,9.28,3.96,1.61,8.77,5.1,8.0,83,0,3.3,0,2,0,9.47,8,7.99,1
57,2,3,1,38,1,7.33,7.25,9.31,1.45,4.4,5.8,29,0,2.52,0,9,1,8.25,46,4.73,1
40,3,4,15,40,1,7.92,8.74,3.65,9.1,6.4,9.6,58,1,4.43,1,2,2,8.66,48,8.5,1
57,2,0,11,40,1,4.39,4.42,8.98,7.27,8.0,3.7,27,0,5.77,1,9,3,9.39,15,4.61,0
51,1,2,8,54,2,9.18,9.68,5.48,9.47,7.9,0.6,46,0,1.88,0,6,0,9.43,45,7.85,1
54,0,2,2,51,2,8.1,3.38,8.65,3.25,7.5,7.8,108,0,6.15,0,6,1,3.16,12,5.73,1
39,2,1,20,39,1,7.76,3.84,3.22,7.25,8.1,7.1,116,0,1.14,1,3,1,2.15,39,9.42,1
49,3,3,3,55,2,9.74,9.28,2.58,8.29,4.9,5.3,22,1,9.03,1,7,2,7.22,47,3.95,1
32,0,0,1,43,0,4.3,9.73,8.64,7.32,7.3,3.3,82,0,9.29,1,1,1,6.07,6,4.26,0
54,3,3,7,38,1,6.5,3.57,2.92,2.89,7.0,1.9,56,1,7.6,0,0,4,3.95,21,9.73,0
38,0,2,9,49,2,9.19,2.23,7.72,3.48,4.8,4.8,88,0,5.2,1,0,4,7.16,46,7.64,1
27,0,4,15,56,1,8.12,7.83,4.1,6.1,6.1,6.7,87,1,3.29,0,1,3,1.56,32,7.95,1
25,2,5,10,50,0,6.07,9.37,7.73,5.02,8.3,5.8,0,1,7.7,1,5,2,1.42,32,3.66,0
41,1,2,17,39,0,1.69,6.41,9.17,7.62,8.9,4.4,91,1,9.39,0,7,4,4.19,27,5.79,0
48,2,2,13,51,2,6.87,6.71,9.83,4.41,7.3,5.4,28,0,2.43,1,2,2,2.74,47,3.82,0
36,3,4,7,58,0,5.74,7.87,4.24,8.74,8.6,1.1,107,1,5.19,1,5,3,7.47,11,3.34,0
27,3,4,14,38,1,2.66,2.38,4.31,4.89,4.7,7.0,113,0,3.84,0,7,1,9.53,22,5.82,0
35,0,5,16,58,2,8.94,9.76,9.83,1.36,8.9,7.3,49,0,4.21,1,8,1,6.95,36,9.89,1
32,0,4,20,34,1,4.09,4.28,8.75,1.16,4.2,0.1,63,0,4.65,1,7,1,6.89,23,2.93,0
30,1,1,17,37,1,4.49,6.65,1.41,6.82,6.6,2.7,98,1,9.57,0,6,4,1.06,37,3.18,0
47,2,3,5,40,1,7.05,5.22,6.16,5.86,5.5,0.9,113,1,3.33,0,3,2,5.61,23,3.19,1
37,3,5,13,30,0,5.4,5.21,2.63,5.88,8.1,10.0,80,0,5.43,1,2,4,8.35,27,8.13,0
26,0,1,2,50,1,1.8,7.32,9.95,8.11,5.1,5.9,74,1,9.56,1,6,0,6.89,34,5.59,0
31,1,4,6,39,0,4.49,9.95,2.25,4.38,4.1,4.7,36,0,5.28,0,0,2,3.05,20,4.46,0
24,3,0,14,30,1,1.85,6.93,6.03,9.96,6.1,4.6,117,1,8.77,0,6,3,8.64,15,8.59,0
34,0,2,20,55,0,2.72,8.15,6.99,9.51,4.3,9.6,60,0,1.53,0,5,4,9.68,42,3.68,0
51,3,2,15,59,0,1.06,1.25,9.43,1.12,5.5,6.6,6,0,9.58,0,2,1,3.51,4,4.53,0
27,1,4,15,51,0,2.63,8.29,8.63,9.06,7.2,1.7,89,1,2.69,1,2,1,2.86,29,1.66,0
38,1,1,7,36,1,3.97,3.7,3.21,7.12,5.5,4.5,86,1,9.82,1,1,1,4.05,40,2.07,0
40,3,1,6,57,1,5.84,2.14,6.15,5.52,5.2,7.7,63,0,2.58,1,0,4,1.57,11,2.23,0
56,2,1,5,43,0,9.27,2.02,9.58,6.24,4.8,4.2,17,1,5.0,0,4,4,8.86,49,4.12,1
47,3,1,1,34,1,5.86,7.12,7.62,8.58,4.7,3.1,28,1,3.78,0,6,1,9.36,7,5.72,0
26,0,0,12,46,0,7.35,9.98,7.2,9.56,6.6,9.9,102,1,4.9,1,6,1,6.7,11,1.01,1
50,2,3,11,51,1,4.22,7.0,7.79,6.04,7.4,9.4,113,1,3.25,0,5,1,7.88,42,2.71,0
58,0,5,14,55,0,7.76,3.36,3.9,2.63,6.3,9.4,97,1,9.69,0,9,0,7.02,33,2.58,1
41,3,1,8,50,0,6.58,2.83,7.56,6.76,4.6,1.3,59,0,3.75,1,5,4,4.4,30,3.28,0
42,2,1,1,35,2,5.14,5.73,3.1,1.69,7.2,2.3,101,1,6.88,1,6,1,6.69,32,2.49,0
31,0,2,16,45,1,2.74,1.59,4.85,6.72,6.8,4.4,53,1,2.24,0,7,3,8.53,40,2.76,0
26,3,3,4,40,1,3.73,4.59,9.01,8.28,5.9,8.3,71,1,8.42,1,4,1,8.29,37,9.85,0
57,3,3,10,39,2,6.59,7.0,1.17,4.18,5.7,7.4,20,1,5.88,1,0,4,1.73,13,6.35,0
27,2,3,18,44,0,4.83,9.71,4.73,1.64,4.9,8.5,20,0,9.82,0,6,3,5.16,7,7.86,0
47,3,5,6,36,0,9.0,4.83,3.4,7.23,4.7,9.2,57,1,4.81,0,1,4,4.58,24,8.37,1
25,1,4,1,52,2,3.11,2.8,2.79,4.05,5.7,7.8,48,0,2.76,0,4,4,7.77,11,7.01,0
56,0,3,15,31,2,1.66,8.36,8.55,3.24,4.2,2.6,35,1,4.11,0,6,4,5.51,31,7.34,0
22,0,5,11,41,0,6.3,7.7,7.27,7.2,6.2,2.9,16,0,7.63,1,6,2,4.15,44,6.69,0
45,3,3,14,48,1,8.97,8.74,2.01,9.73,7.0,3.5,79,1,6.93,0,8,3,7.36,14,6.84,1
57,3,5,0,41,2,4.28,2.93,5.45,7.71,8.7,3.0,52,1,8.01,0,4,0,5.26,44,9.36,0
27,1,4,12,45,2,6.83,4.64,5.2,5.42,7.1,2.5,14,1,1.66,1,5,0,3.31,26,2.67,0
52,2,5,5,35,2,3.08,9.83,2.28,6.4,7.1,7.5,78,1,6.22,1,9,2,9.01,1,3.47,0
41,3,3,12,32,2,6.03,2.42,8.2,2.28,5.9,0.3,39,0,9.39,1,5,4,2.02,6,1.84,0
45,3,2,17,31,2,8.08,7.04,4.3,8.32,4.7,7.3,80,1,1.97,0,0,0,1.16,31,8.54,1
46,3,1,2,49,2,8.8,3.13,7.86,6.44,6.2,8.2,50,0,1.85,0,9,3,2.3,43,5.04,1
57,3,3,0,34,0,1.95,5.5,2.73,9.69,7.0,0.7,64,0,7.45,1,6,1,2.47,43,9.16,0
42,0,4,14,40,0,4.21,8.2,3.84,9.82,7.6,0.6,12,1,3.84,0,9,3,5.84,12,4.71,0
51,3,0,12,55,2,6.76,5.4,1.86,4.19,8.1,2.9,37,0,6.93,1,6,4,6.62,1,4.98,0
45,0,3,4,54,0,1.31,8.25,2.29,9.9,5.3,2.1,73,0,5.91,0,3,3,5.04,6,5.04,0
51,3,1,12,32,1,7.22,4.84,8.95,9.61,5.2,5.8,96,1,9.87,1,3,4,2.84,29,6.51,1
43,2,0,4,32,1,5.75,9.99,1.98,6.76,6.8,6.8,25,1,9.0,1,5,3,2.19,30,7.9,0
49,1,3,18,51,2,3.6,4.92,1.86,4.0,6.8,6.3,75,1,7.1,1,2,2,5.43,13,4.16,0
28,2,1,20,34,1,8.33,2.34,9.46,7.78,5.1,3.6,82,1,3.36,1,9,3,6.09,30,6.67,1
56,3,0,17,51,1,3.61,4.62,6.81,3.44,6.9,5.0,14,1,3.36,1,5,0,3.74,12,2.84,0
49,3,3,20,52,0,9.92,7.68,1.91,6.67,5.7,6.4,116,1,8.94,1,3,1,2.98,10,5.99,1
35,3,3,9,40,0,8.35,8.63,9.75,1.22,7.2,1.2,4,1,6.27,0,9,2,1.73,39,5.92,1
31,2,5,7,32,0,7.37,5.14,2.32,6.66,5.5,2.3,1,0,8.1,0,7,3,1.24,10,9.0,1
37,3,2,14,42,0,1.55,6.35,7.9,9.56,7.0,8.9,114,0,5.05,1,4,4,1.95,18,9.06,0
37,2,4,20,50,1,9.14,8.6,1.31,3.12,7.8,3.4,77,1,1.93,0,7,2,7.68,6,5.38,1
52,0,3,19,37,2,8.11,8.32,6.62,8.0,8.9,8.0,92,0,3.99,0,8,0,4.1,8,1.22,1
46,1,0,3,49,0,3.06,6.92,5.92,3.64,8.6,2.5,104,0,2.45,0,3,1,1.25,20,8.6,0
34,1,4,1,39,1,4.53,8.34,2.87,7.37,6.5,0.4,64,0,8.04,0,0,1,5.57,41,1.01,0
27,2,5,5,31,0,3.42,6.18,6.79,7.3,6.4,5.0,76,1,7.3,1,9,3,5.82,16,5.3,0
30,0,4,2,33,1,9.86,1.04,6.55,2.66,6.2,8.9,112,0,1.8,0,6,0,4.86,2,1.18,1
57,2,3,6,47,0,8.69,1.37,8.19,6.37,4.1,8.2,59,1,6.59,0,6,0,2.0,11,4.17,1
41,0,3,9,48,2,9.37,9.82,8.88,8.73,4.8,2.5,95,0,8.87,0,4,1,7.79,24,6.73,1
39,3,3,5,33,0,8.1,2.3,5.59,4.44,4.3,9.1,97,1,7.28,1,4,1,7.2,19,4.34,1
42,0,4,15,49,2,5.11,4.64,5.41,7.39,7.5,4.8,55,0,5.6,1,0,0,4.55,4,9.34,0
25,0,0,1,55,0,2.85,9.4,6.59,7.07,6.1,0.5,117,0,3.81,0,2,1,4.43,3,6.77,0
54,0,1,16,38,0,2.87,2.76,7.56,3.32,4.3,0.3,77,1,8.98,0,0,4,2.4,15,6.82,0
48,1,1,12,45,0,2.37,8.59,4.21,9.27,7.5,4.9,115,0,4.81,0,6,1,7.78,40,4.37,0
28,0,5,0,55,1,5.92,8.36,5.54,6.07,7.2,5.5,118,1,8.7,0,4,4,6.4,4,1.35,0
27,3,5,5,35,1,9.28,9.88,6.27,4.2,7.6,0.8,37,1,8.05,0,3,1,1.77,43,7.64,1
36,3,2,4,54,2,9.93,3.54,9.9,2.48,7.0,9.2,56,1,8.35,1,6,2,4.4,17,7.45,1
39,3,0,12,33,2,3.59,3.84,6.29,5.26,4.8,7.2,101,0,9.91,1,8,2,9.13,9,5.77,0
53,0,2,17,38,1,7.28,9.13,3.02,7.57,4.3,8.0,113,0,7.74,0,5,2,5.07,25,4.75,1
32,2,5,11,56,2,6.37,3.11,6.29,6.61,8.1,5.8,50,1,1.31,0,8,4,3.92,1,5.84,0
41,2,2,6,42,2,5.4,5.93,8.38,7.54,5.1,6.6,40,1,2.85,0,5,4,6.79,40,7.72,0
45,3,1,14,38,1,6.99,7.37,8.72,8.13,6.7,3.9,78,1,1.32,1,9,3,2.83,2,7.42,0
36,1,5,2,35,1,4.34,3.45,8.2,4.97,6.4,6.8,102,0,2.71,1,8,3,5.71,45,6.92,0
28,2,3,15,50,1,9.5,9.45,8.99,5.68,8.6,9.8,69,0,1.55,0,5,1,7.03,33,9.13,1
42,0,2,0,48,1,7.35,6.99,4.01,9.88,6.8,6.5,92,1,5.51,1,8,4,8.69,22,6.49,1
47,2,1,15,43,0,7.79,1.42,5.57,9.71,6.9,3.4,100,0,1.25,0,2,2,7.23,42,1.13,1
35,3,0,11,50,1,3.18,2.22,8.02,4.73,5.6,2.9,82,0,5.25,1,4,2,4.46,12,6.56,0
58,1,1,18,44,2,2.52,2.72,3.38,7.17,8.8,9.6,51,1,9.09,1,4,2,7.91,27,6.51,0
42,2,1,7,32,0,4.55,3.2,4.34,3.41,7.1,1.9,0,1,7.74,1,9,1,9.09,11,1.63,0
39,2,4,11,34,0,7.9,7.58,8.48,2.37,4.0,8.1,84,0,9.5,1,7,4,5.3,42,4.85,1
26,3,2,14,50,2,9.45,1.8,7.93,7.92,6.8,4.7,102,1,3.04,1,6,1,1.04,14,6.86,1
24,1,3,1,47,0,4.85,4.16,9.74,4.93,5.8,4.4,17,1,5.78,1,1,0,8.93,14,7.34,0
44,1,4,16,43,2,7.97,9.2,9.96,2.59,4.2,7.5,26,0,3.87,0,1,0,2.49,40,9.04,1
47,3,5,6,45,0,5.23,6.01,3.17,7.83,6.2,1.5,91,1,5.44,0,6,3,2.14,43,8.57,0
58,0,1,12,43,0,3.66,3.39,9.1,9.24,7.9,4.7,71,1,6.01,0,9,4,3.77,22,2.05,0
45,2,5,0,38,2,7.65,9.61,1.85,9.4,6.5,0.4,94,0,1.33,0,9,2,4.42,9,6.48,1
40,0,1,5,44,2,8.18,3.2,7.39,6.37,7.2,6.7,75,1,3.1,0,3,4,8.19,15,6.37,1
46,2,1,12,36,2,2.83,9.15,2.98,5.32,7.2,0.6,41,0,7.34,0,5,3,4.5,33,3.73,0
42,2,5,10,43,2,3.75,7.53,3.7,2.28,7.4,0.9,5,1,7.96,0,8,2,1.44,19,2.66,0
33,0,2,9,35,1,5.45,7.66,9.52,8.14,5.9,8.4,89,0,6.13,0,9,1,6.72,31,2.8,0
54,3,5,15,50,1,2.68,7.88,3.37,9.51,5.9,4.4,79,0,3.44,0,3,2,7.04,18,2.6,0
25,3,0,19,44,2,9.36,5.56,7.06,9.01,4.0,2.0,93,1,4.65,1,6,0,8.33,12,8.26,1
28,2,5,16,49,1,6.32,8.33,2.6,7.77,4.8,5.9,82,1,1.86,0,8,1,4.59,40,2.34,0
43,3,4,16,37,2,2.09,8.53,1.84,1.04,8.8,5.2,81,1,9.58,0,0,2,1.77,37,3.38,0
54,2,1,3,31,2,2.66,4.24,4.05,4.67,8.2,4.1,23,0,8.82,1,9,1,5.98,45,2.96,0
38,3,5,4,37,0,9.59,4.6,6.62,4.7,5.4,9.1,44,0,1.59,0,1,0,2.09,49,7.42,1
45,2,2,13,30,2,7.64,9.0,3.23,9.05,6.0,7.5,83,1,2.5,0,8,0,1.15,1,2.43,1
55,3,2,19,55,2,7.61,5.72,3.7,1.59,8.7,1.5,70,1,6.23,1,4,4,8.01,34,1.22,1
49,1,1,9,46,2,1.65,8.8,7.38,5.78,5.3,5.7,6,0,3.09,1,3,0,4.63,7,4.37,0
43,0,5,13,48,2,9.06,6.64,1.93,2.23,6.7,0.9,15,1,9.41,1,6,0,5.73,2,3.75,1
38,1,1,0,34,0,4.99,6.34,5.02,6.96,4.1,2.4,57,0,7.8,0,4,0,6.97,22,4.58,0
55,0,1,10,59,2,6.94,1.28,9.48,8.13,7.1,9.1,56,1,3.46,0,0,3,4.61,4,7.78,0
27,0,1,17,51,0,9.64,3.5,4.57,6.78,8.7,4.6,41,1,1.05,0,8,0,1.46,45,1.11,1
27,2,1,15,49,2,1.9,5.52,4.91,8.15,8.4,8.9,110,1,8.2,0,7,4,3.27,46,1.34,0
55,0,4,17,45,0,5.34,6.29,7.64,6.47,6.5,1.7,13,0,4.82,0,2,1,2.75,20,3.3,0
22,1,2,7,36,1,1.45,6.67,8.01,2.71,7.2,2.1,55,1,6.78,0,9,3,9.8,3,9.0,0
31,1,1,9,36,0,5.5,7.45,7.93,4.44,6.8,3.5,11,0,3.58,0,2,1,7.66,9,2.52,0
42,3,3,9,47,0,3.27,6.91,9.98,9.61,4.3,3.7,92,0,2.29,0,2,1,5.06,18,9.97,0
26,1,0,4,47,2,9.2,8.64,1.64,3.59,4.8,7.5,14,1,7.08,0,6,4,1.57,16,8.25,1
23,3,2,9,31,0,4.59,3.66,9.84,1.57,8.8,6.0,7,1,5.05,0,1,3,2.04,9,5.11,0
43,0,1,17,44,0,6.7,6.77,9.55,4.46,5.3,5.5,102,0,3.12,1,8,2,8.32,19,7.73,0
23,1,4,20,43,2,8.74,1.46,8.67,4.3,5.9,6.0,57,1,2.24,0,3,0,9.51,6,5.67,1
31,0,4,5,47,1,9.85,5.32,5.09,5.23,6.5,7.3,52,1,6.22,1,6,1,1.28,44,6.09,1
55,1,4,2,58,1,5.53,3.41,8.84,6.04,8.9,8.9,8,0,7.53,0,7,1,9.19,15,6.23,0
37,1,2,7,38,1,5.1,4.43,2.99,9.93,7.4,4.1,45,1,3.55,1,4,4,4.43,6,6.84,0
43,3,2,8,43,0,1.68,4.19,8.12,7.81,7.1,8.0,91,0,7.62,0,7,4,2.92,5,1.55,0
33,0,4,4,34,2,1.11,1.54,2.67,1.32,6.6,5.0,90,0,2.65,0,3,4,1.92,29,6.55,0
45,1,1,1,40,1,6.48,5.2,8.34,7.41,7.5,7.2,6,0,4.05,1,9,3,7.95,46,7.45,0
59,2,0,1,37,1,1.59,9.95,6.53,8.42,7.3,8.7,43,0,7.7,1,1,0,5.22,27,3.8,0
31,0,4,6,34,1,4.42,3.69,1.88,9.06,8.5,0.3,13,0,6.94,1,2,3,8.49,45,9.81,0
56,0,3,16,58,1,1.03,7.63,9.06,4.82,6.7,5.5,74,1,3.43,1,5,4,3.04,41,2.3,0
53,0,4,9,40,2,6.54,5.93,6.2,3.82,6.1,9.9,95,0,2.1,1,9,4,7.11,26,9.19,0
28,3,3,11,34,1,4.83,3.93,6.91,8.55,8.0,5.0,114,0,1.38,1,5,1,2.06,28,7.09,0
42,2,4,1,46,0,2.14,1.81,3.55,8.0,8.0,8.6,91,1,8.54,0,6,3,1.81,32,6.98,0
41,0,1,9,51,0,3.67,2.94,8.84,5.82,4.8,1.9,5,0,1.68,0,3,3,2.2,25,8.88,0
47,1,0,19,33,2,6.13,8.04,5.91,2.06,5.2,6.0,34,0,2.03,1,7,0,8.28,7,8.49,0
25,1,0,0,44,1,6.91,3.51,4.79,6.87,8.8,8.7,69,1,3.14,0,7,3,6.9,30,4.11,0
43,3,4,3,48,1,5.16,2.3,5.81,1.59,6.2,4.3,60,1,5.01,0,6,0,2.49,31,7.35,0
36,1,1,12,51,0,8.24,3.98,7.33,1.9,6.6,4.9,23,1,8.11,1,2,2,4.46,12,1.46,1
42,0,0,11,31,2,2.01,6.26,7.26,3.98,5.6,0.8,72,0,3.23,0,2,0,7.87,9,5.18,0
36,1,3,10,53,0,1.76,7.33,4.22,4.34,6.4,0.4,1,0,5.89,0,1,4,3.57,34,9.44,0
43,0,4,9,46,2,1.4,4.49,4.47,5.16,7.7,4.7,101,0,1.81,1,6,2,9.29,3,3.47,0
49,1,0,14,41,2,5.82,5.48,6.06,4.05,6.4,8.4,77,1,5.18,1,5,1,9.23,37,1.45,0
35,2,3,4,54,2,7.36,5.09,9.32,1.3,5.6,9.3,50,0,2.6,0,6,1,5.98,28,6.25,1
48,3,5,16,53,0,2.17,1.08,7.71,2.42,4.5,6.6,30,0,2.9,0,1,1,6.69,46,4.2,0
49,3,1,4,46,2,6.75,4.56,4.51,2.04,8.6,8.3,93,0,4.3,1,3,4,6.88,22,4.42,0
47,2,2,1,39,0,5.29,6.29,4.03,4.88,8.4,7.3,118,1,7.85,1,0,1,3.33,26,6.24,0
23,2,1,8,57,0,9.89,6.13,5.71,2.91,8.0,7.0,26,1,7.7,0,1,0,4.29,19,6.59,1
46,3,0,5,54,1,7.46,7.75,8.83,3.64,7.5,7.7,99,1,4.73,0,6,4,2.22,21,4.94,1
24,2,2,17,47,0,6.92,7.03,1.08,5.24,6.6,5.1,109,1,2.07,1,4,3,9.32,37,5.57,0
29,0,5,13,48,0,6.13,3.49,7.39,3.12,8.5,4.6,30,0,3.53,1,9,4,7.51,10,9.94,0
54,1,0,18,47,1,9.98,3.3,3.65,3.21,8.0,1.6,116,0,5.55,0,2,4,1.42,16,9.61,1
56,3,2,13,42,1,9.82,5.18,2.88,8.5,8.1,8.4,105,0,8.82,1,1,3,5.94,24,7.37,1
27,2,2,7,43,1,5.84,7.6,1.11,5.93,5.5,0.4,69,1,9.71,1,2,0,4.09,25,2.45,0
44,0,2,16,53,2,5.1,1.84,9.07,8.71,6.1,2.7,42,0,6.74,0,3,2,8.34,26,4.24,0
46,3,5,2,45,2,5.16,9.53,9.21,5.63,7.5,5.2,108,0,4.16,1,9,3,4.09,1,8.95,0
40,2,4,9,47,1,4.86,5.89,1.55,9.18,5.9,9.7,119,0,7.24,1,9,4,6.8,4,4.81,0
26,3,3,16,55,2,5.78,3.76,5.7,3.29,6.5,7.9,81,0,4.03,1,4,1,2.49,37,9.6,0
32,2,5,10,47,1,3.46,7.24,2.37,6.55,7.2,3.7,51,1,6.63,1,7,3,6.03,43,5.39,0
33,3,4,7,45,2,9.34,1.4,7.83,5.53,6.2,7.1,13,0,3.19,1,8,3,3.64,14,8.76,1
31,0,2,0,46,0,5.41,5.36,6.99,9.27,8.0,9.3,58,1,3.4,1,1,2,2.48,24,1.32,0
29,0,1,12,36,2,8.58,5.37,3.67,4.77,4.6,5.4,19,0,1.68,0,2,4,6.57,27,4.91,1
45,1,0,20,41,2,5.28,2.46,2.05,8.69,7.6,4.6,117,1,4.78,1,3,1,6.75,43,7.3,0
49,3,0,3,31,0,7.46,8.54,8.48,6.08,4.7,5.5,51,1,6.56,1,6,1,9.85,27,8.77,1
57,1,2,6,39,1,4.03,8.17,7.07,7.38,8.7,3.1,74,1,8.1,0,5,2,7.02,24,6.49,0
58,3,3,13,34,2,6.62,2.37,1.06,8.98,5.6,9.1,116,0,8.29,0,5,1,5.64,40,2.56,0
42,2,4,4,50,2,5.49,4.27,6.65,9.97,8.0,8.0,100,1,9.93,0,9,0,9.21,1,8.97,0
29,2,1,10,32,0,4.3,1.9,8.29,7.58,6.6,7.1,39,1,1.79,1,6,3,8.45,39,6.17,0
30,1,2,16,48,0,8.93,8.64,6.32,3.83,4.5,5.9,67,0,5.44,0,0,3,5.94,13,1.97,1
36,3,5,4,42,0,2.01,3.91,4.82,3.69,6.9,9.7,43,0,5.69,0,7,1,5.6,20,5.17,0
39,1,0,19,41,0,5.38,4.95,6.26,3.78,8.6,3.0,5,0,8.24,0,8,1,9.48,38,7.29,0
41,0,1,2,32,1,2.75,3.91,6.58,1.88,4.8,2.8,86,0,3.4,1,1,1,6.55,36,5.06,0
27,1,0,4,35,2,8.75,3.79,6.76,1.48,5.6,2.4,119,1,1.62,0,0,3,7.42,12,8.84,1
33,1,0,14,43,2,3.28,7.73,9.7,6.23,6.2,7.4,56,1,3.82,1,3,1,1.78,5,4.81,0
23,2,0,18,33,2,6.7,7.73,2.61,8.3,5.4,8.0,57,0,9.86,1,1,0,7.46,5,6.25,0
28,1,2,15,42,2,2.49,5.66,6.61,1.33,8.7,6.0,71,1,9.09,0,5,0,3.38,17,2.9,0
37,3,0,7,48,1,4.64,6.92,2.69,6.1,5.9,6.5,29,1,4.56,1,2,3,2.04,38,5.61,0
24,2,0,12,47,2,9.09,5.6,2.89,4.35,7.3,3.5,99,1,8.89,1,8,4,8.65,10,3.01,1
24,1,5,15,58,1,2.49,1.26,7.02,9.03,5.1,0.4,51,1,1.29,1,7,4,7.22,16,3.03,0
48,0,5,2,32,1,6.97,1.59,9.24,2.31,5.1,2.5,105,1,3.83,1,6,4,4.67,24,3.52,0
59,1,0,0,49,0,2.84,4.45,2.43,6.07,4.9,5.8,10,0,7.54,1,6,0,4.88,29,1.4,0
54,1,0,8,35,0,4.74,7.75,9.66,9.74,6.2,8.1,46,0,2.99,0,6,2,2.77,14,2.47,0
49,1,1,8,45,2,5.87,9.22,3.87,4.11,6.7,7.8,4,0,2.79,1,4,4,1.09,10,4.82,0
22,2,5,16,49,1,6.2,1.27,4.52,7.68,4.1,1.8,2,0,8.76,1,7,2,4.14,29,2.18,0
29,3,2,1,53,0,6.42,4.31,2.38,8.94,8.2,0.5,14,0,6.54,1,3,3,2.34,28,2.2,0
58,0,4,8,32,1,6.76,3.01,6.54,2.68,6.6,8.5,1,0,9.9,1,4,0,4.8,17,9.71,0
53,1,0,18,41,0,3.45,8.34,6.37,9.93,4.8,0.8,1,0,2.21,0,2,4,8.5,5,4.84,0
58,3,3,12,48,1,4.61,8.61,4.98,8.28,4.3,3.9,71,1,4.21,0,2,0,2.03,2,4.63,0
25,3,4,4,48,2,1.34,2.86,5.28,2.24,4.3,0.9,53,0,3.8,1,1,3,1.83,36,3.41,0
51,2,4,8,53,2,7.92,7.4,6.61,3.8,5.3,5.6,45,1,8.92,1,4,0,9.12,40,5.61,1
27,0,4,12,33,1,8.53,7.59,6.25,6.62,6.5,3.6,93,1,3.3,0,1,1,7.71,46,6.36,1
40,2,5,0,30,0,2.79,2.59,4.37,8.96,8.3,2.0,40,1,4.18,1,9,4,1.48,45,4.76,0
